Word,POS,Tag,TagGeneral,TagPos,TagId
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kinabalu', 'make', 'it', 'a', 'popular', 'destination', 'for', 'hikers', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Kinabalu', 'make', 'it', 'a', 'popular', 'destination', 'for', 'hikers', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'always', 'leave', 'me', 'in', 'awe', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'RB', 'VB', 'PRP', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'are', 'simply', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'are', 'truly', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'attract', 'many', 'hikers', 'each', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'attract', 'many', 'tourists', 'each', 'year', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'attract', 'many', 'tourists', 'each', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VB', 'JJ', 'NNS', 'DT', 'NN', '.', 'DT', 'JJ', 'NPL', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Kosciuszko', 'in', 'Australia', 'are', 'simply', 'stunning', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'are', 'truly', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'are', 'unforgettable', 'during', 'the', 'summer', 'months', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'are', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'McKinley', 'attract', 'many', 'climbers', 'each', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Mitchell', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Mitchell', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Mitchell', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Mitchell', 'are', 'truly', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Mitchell', 'are', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Ngauruhoe', 'attract', 'many', 'hikers', 'every', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'simply', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'truly', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Olympus', 'are', 'unparalleled', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'are', 'absolutely', 'stunning', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'are', 'truly', 'remarkable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'are', 'truly', 'unforgettable', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'are', 'truly', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'attract', 'many', 'hikers', 'every', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'attract', 'thousands', 'of', 'hikers', 'every', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'NNS', 'IN', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'attract', 'thousands', 'of', 'visitors', 'each', 'year', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'attract', 'thousands', 'of', 'visitors', 'each', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'NNS', 'IN', 'NNS', 'DT', 'NN', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'NNS', 'IN', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'in', 'Washington', 'are', 'unforgettable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'IN', 'NNP', 'VBP', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rainier', 'make', 'it', 'a', 'popular', 'destination', 'for', 'hikers', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'NNS', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rinjani', 'are', 'truly', 'remarkable', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'RB', 'JJ', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rinjani', 'are', 'unmatched', 'in', 'Lombok', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'IN', 'NNP', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]"
"['The', 'breathtaking', 'views', 'from', 'Mount', 'Rinjani', 'attract', 'many', 'hikers', 'each', 'year', '.', 'The', 'breathtaking', 'views', 'from', 'Mount', 'Rinjani', 'attract', 'many', 'hikers', 'each', 'year', '.']","['DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.', 'DT', 'JJ', 'NNS', 'IN', 'NNP', 'NNP', 'VBP', 'JJ', 'NNS', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOUNTAIN', 'MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]"
